title,authors,language_code,num_pages,category
Coraline,Neil Gaiman/Dave McKean,eng,162.0,short
Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,en-US,160.0,short
Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,eng,232.0,medium
I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,en-US,264.0,medium
Isaac Newton,James Gleick,eng,288.0,medium
Things Fall Apart: An Adapted Classic,Chinua Achebe,eng,113.0,short
The Stranger,Albert Camus/Stuart Gilbert,en-US,154.0,short
Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,eng,62.0,short
Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,eng,112.0,short
Handmaid's Tale,Margaret Atwood,eng,324.0,medium
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,eng,182.0,short
The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,eng,229.0,medium
Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,eng,869.0,large
Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,eng,388.0,medium
My Ántonia (Great Plains Trilogy  #3),Willa Cather,eng,232.0,medium
Marie Antoinette: The Journey,Antonia Fraser,eng,512.0,large
My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,eng,314.0,medium
The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,eng,400.0,medium
Marie Antoinette: The Journey,Antonia Fraser,eng,512.0,large
Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,eng,1003.0,large
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,en-GB,409.0,large
A Yellow Raft in Blue Water,Michael Dorris,en-US,372.0,medium
The Sound and the Fury,William Faulkner,eng,368.0,medium
The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,eng,446.0,large
The Sound and the Fury,William Faulkner/Grover Gardner,eng,9.0,short
CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,en-GB,72.0,short
The Invisible Man,H.G. Wells,eng,192.0,short
The Invisible Man,H.G. Wells,eng,178.0,short
Invisible Man,Ralph Ellison,eng,581.0,large
The Invisible Man,H.G. Wells/Christopher Priest,eng,161.0,short
To Sail Beyond the Sunset,Robert A. Heinlein,eng,416.0,large
The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,eng,352.0,medium
Lady Friday (The Keys to the Kingdom  #5),Garth Nix,eng,320.0,medium
Friday,Robert A. Heinlein,eng,384.0,medium
Starship Troopers,Robert A. Heinlein,eng,335.0,medium
Starship Troopers,Robert A. Heinlein,eng,280.0,medium
Starship Troopers,Robert A. Heinlein,eng,205.0,medium
The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,eng,74.0,short
Zodiac,Neal Stephenson/Jean-Pierre Pugi,fre,391.0,medium
Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne/Homer/Troy Howell,en-US,112.0,short
The Scarlet Letter,Nathaniel Hawthorne,eng,553.0,large
Dracula,Bram Stoker/Jan Needle/Gary Blythe,eng,336.0,medium
Dracula,Bram Stoker/Joseph Valente,eng,528.0,large
Dracula,Bram Stoker/Robert Whitfield,eng,15.0,short
The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker/Charles Osborne,eng,224.0,medium
Dracula,Bram Stoker/Nina Auerbach/David J. Skal,eng,488.0,large
Macbeth,William Shakespeare/Paul Werstine/Barbara A. Mowat,eng,272.0,medium
Macbeth (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,eng,219.0,medium
Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,eng,247.0,medium
The Crucible,Arthur  Miller/Christopher Bigsby,eng,143.0,short
Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,eng,912.0,large
Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,eng,390.0,medium
McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,eng,640.0,large
Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,eng,320.0,medium
Mr Tompkins in Paperback (Canto),George Gamow/Roger Penrose,en-US,202.0,medium
Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,eng,224.0,medium
The Great Divorce,C.S. Lewis,eng,160.0,short
The Metaphysics of Star Trek,Richard Hanley,eng,253.0,medium
The Very Best of the Feynman Lectures,Richard P. Feynman,eng,180.0,short
The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,en-US,0.0,short
The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,en-US,0.0,short
The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,en-US,12.0,short
The Feynman Lectures on Physics Vol 3,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,eng,384.0,medium
Galactic Goodnight (Disney's Little Einsteins),Susan Ring/Kirk Albert Etienne,eng,20.0,short
What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke/Marlene Parrish,eng,320.0,medium
Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,eng,24.0,short
Babies (Baby Einstein),Julie Aigner-Clark,eng,20.0,short
Butterfly Suits (Disney's Little Einsteins),Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque,eng,32.0,short
Birthday Machine (Disney's Little Einsteins Early Reader),Susan Ring/Anna Okabe,eng,12.0,short
Music of the Meadow (Little Einsteins Early Reader),Susan Ring/Kelly Preston/Katie Nix,eng,28.0,short
1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,eng,174.0,short
Piercing the Darkness (Darkness  #2),Frank E. Peretti,eng,448.0,large
This Present Darkness (Darkness  #1),Frank E. Peretti,eng,376.0,medium
The Oath,Frank E. Peretti,eng,576.0,large
Oath of Swords (War God  #1),David Weber,en-US,576.0,large
Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,eng,501.0,large
The Oath (Dismas Hardy  #8),John Lescroart,eng,468.0,large
Wind Rider's Oath (War God  #3),David Weber,eng,570.0,large
A Visitation of Spirits,Randall Kenan,eng,272.0,medium
Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Gary Oates/Robert Paul Lamb/Randy Clark,eng,148.0,short
The Complete C.S. Lewis Signature Classics,C.S. Lewis,eng,746.0,large
The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,eng,1840.0,large
Till We Have Faces: A Myth Retold,C.S. Lewis/Nadia May,eng,9.0,short
The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan/Ann Druyan,eng,459.0,large
Stephen Hawking's a Brief History of Time: A Reader's Companion,Stephen Hawking/Gene  Stone,eng,194.0,short
The Illustrated A Brief History of Time,Stephen Hawking,eng,259.0,medium
Brevísima historia del tiempo,Stephen Hawking/Leonard Mlodinow/David Jou i Mirabent,spa,198.0,short
A First Course in String Theory,Barton Zwiebach,eng,578.0,large
Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne/Stephen Hawking/Frederick Seitz,eng,624.0,large
Surely You're Joking  Mr. Feynman!,Richard P. Feynman,eng,350.0,medium
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman/Raymond Todd,eng,356.0,medium
The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,eng,144.0,short
Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,Emerson Eggerichs,spa,292.0,medium
Chemistry: The Central Science,Theodore L. Brown/H. Eugene LeMay Jr./Bruce E. Bursten,eng,1046.0,large
Introduction to Linear Algebra and Differential Equations,John W. Dettman,eng,404.0,large
Physics for Scientists and Engineers,Douglas C. Giancoli,en-US,976.0,large
Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane/Stephen Gasiorowicz/Stephen T. Thornton,eng,1440.0,large
Misty of Chincoteague (Misty  #1),Marguerite Henry/Wesley Dennis,eng,176.0,short
Black Beauty,Anna Sewell/Scott McKowen,en-US,208.0,medium
Black Beauty (Coloring Book),Anna Sewell/John         Green,eng,48.0,short
Five on a Treasure Island (Famous Five  #1),Enid Blyton,eng,256.0,medium
The Secret Seven (The Secret Seven  #1),Enid Blyton,eng,144.0,short
The Circus of Adventure,Enid Blyton,eng,192.0,short
La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest/Berlitz Publishing Company,spa,64.0,short
La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,fre,64.0,short
The Mystery of the Missing Cat,Gertrude Chandler Warner/Charles Tang,eng,119.0,short
Die Verschwundene Katze = The Missing Cat,Chris L. Demarest,ger,64.0,short
The Trolley Car Family,Eleanor Clymer/Ursula Koering,eng,256.0,medium
Rose in Bloom (Eight Cousins  #2),Louisa May Alcott,eng,302.0,medium
The Quiet Little Woman: A Christmas Story,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,eng,122.0,short
Louisa May Alcott on Race  Sex  and Slavery,Louisa May Alcott/Sarah Elbert,eng,160.0,short
An Old-Fashioned Thanksgiving,Louisa May Alcott/James Bernardin,eng,32.0,short
Moods,Louisa May Alcott,eng,538.0,large
The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott/Kerry A. Graves,eng,32.0,short
These Happy Golden Years (Little House  #8),Laura Ingalls Wilder/Garth Williams,en-US,289.0,medium
Pioneer Girl: The Story of Laura Ingalls Wilder,William   Anderson/Dan Andreasen,eng,32.0,short
The Norton Anthology of Short Fiction,Richard Bausch,en-US,1776.0,large
Red  White  and Black: The Peoples of Early North America,Gary B. Nash,eng,362.0,medium
Homemade Love,bell hooks/Shane W. Evans,eng,32.0,short
The Will to Change: Men  Masculinity  and Love,bell hooks,eng,188.0,short
Killing Rage: Ending Racism,bell hooks,eng,288.0,medium
Where We Stand: Class Matters,bell hooks,eng,164.0,short
All About Love: New Visions,bell hooks,eng,240.0,medium
Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,Vijay Prashad,en-US,232.0,medium
The Darker Nations: A People's History of the Third World,Vijay Prashad/Howard Zinn,eng,384.0,medium
The Karma Of Brown Folk,Vijay Prashad,eng,272.0,medium
The Negro,W.E.B. Du Bois/Robert Gregg,eng,284.0,medium
Democracy Matters: Winning the Fight Against Imperialism,Cornel West,eng,240.0,medium
Tyranny of the Majority: Fundamental Fairness in Representative Democracy,Lani Guinier/Stephen L. Carter,eng,352.0,medium
More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,eng,496.0,large
The Guardship (Thomas Marlowe  #1),James L. Nelson,eng,384.0,medium
Before We Were Free,Julia Alvarez,en-US,192.0,short
Moral Disorder and Other Stories,Margaret Atwood,eng,255.0,medium
The Penelopiad,Margaret Atwood/Laurel Merlington,eng,198.0,short
The Tent,Margaret Atwood,eng,159.0,short
The Robber Bride,Margaret Atwood,eng,528.0,large
The Moth Diaries,Rachel Klein,eng,245.0,medium
Trauma,Graham Masterton,en-GB,224.0,medium
Liars and Saints,Maile Meloy,eng,272.0,medium
The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,Ellen Meloy,eng,336.0,medium
Eating Stone: Imagination and the Loss of the Wild,Ellen Meloy,eng,352.0,medium
Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,eng,242.0,medium
The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,Marilyn Johnson,en-US,272.0,medium
Dead Beat (The Dresden Files  #7),Jim Butcher,eng,517.0,large
Diaries  1910-1923,Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,eng,521.0,large
The Metamorphosis,Franz Kafka,en-US,48.0,short
The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,Franz Kafka,eng,352.0,medium
The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,eng,255.0,medium
Franz Kafka: The Complete Stories,Franz Kafka/Nabum N. Glazer/John Updike,en-US,486.0,large
The Trial,Franz Kafka/Breon Mitchell/Arthur H. Samuelson,eng,276.0,medium
The Zürau Aphorisms,Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso,eng,160.0,short
Collected Shorter Fiction: Volume I,Leo Tolstoy/Aylmer Maude/Nigel J. Cooper,eng,848.0,large
The Cossacks,Leo Tolstoy/Peter Constantine/Cynthia Ozick,eng,161.0,short
More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald/Mercer Mayer,eng,160.0,short
The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars,eng,430.0,large
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,eng,216.0,medium
Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel,eng,234.0,medium
The Awakening,Kate Chopin/Margo Culley,eng,336.0,medium
Go Down  Moses,William Faulkner,eng,365.0,medium
The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,eng,200.0,short
The House of Mirth,Edith Wharton/Nina Bawden,eng,351.0,medium
House of Mirth,Edith Wharton,eng,324.0,medium
The House of Mirth,Edith Wharton/Jeffrey Meyers,eng,359.0,medium
Light (Kefahuchi Tract  #1),M. John Harrison,eng,310.0,medium
Beautiful Evidence,Edward R. Tufte,eng,213.0,medium
The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,Edward R. Tufte,en-US,31.0,short
Hafen des Unglücks (Aubrey/Maturin Book 11),Patrick O'Brian,ger,354.0,medium
Manöver um Feuerland (The Far Side of the World) (Aubrey/Maturin Book 10),Patrick O'Brian,ger,478.0,large
Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,eng,0.0,short
Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,eng,413.0,large
Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),Patrick O'Brian,ger,412.0,large
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,eng,302.0,medium
Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,eng,369.0,medium
Corazón de mar (Gallagher  #3),Nora Roberts/Juan Larrea,spa,396.0,medium
Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,eng,320.0,medium
Fads and Fallacies in the Name of Science,Martin Gardner,eng,384.0,medium
South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,eng,190.0,short
Dance Dance Dance,Haruki Murakami,eng,393.0,medium
After Dark,Haruki Murakami/Jay Rubin,eng,191.0,short
Vintage Murakami,Haruki Murakami,eng,182.0,short
Gravitation #2,Maki Murakami,spa,208.0,medium
The Master and Margarita,Mikhail Bulgakov/Michael Karpelson,eng,332.0,medium
Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,eng,202.0,medium
Мастер и Маргарита,Mikhail Bulgakov/Михаил Булгаков,rus,640.0,large
Foucault's Pendulum,Umberto Eco/William Weaver,eng,623.0,large
Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,eng,288.0,medium
The House of Mirth,Edith Wharton/Jeffrey Meyers,eng,348.0,medium
The House of Mirth,Edith Wharton/R.W.B. Lewis,eng,335.0,medium
The Family Trade (The Merchant Princes  #1),Charles Stross,eng,308.0,medium
Toast  and Other Stories,Charles Stross,eng,247.0,medium
Accelerando,Charles Stross,eng,415.0,large
Glasshouse,Charles Stross,en-US,335.0,medium
The Hidden Family (The Merchant Princes  #2),Charles Stross,eng,309.0,medium
Lobsters,Charles Stross/Shandra Marie/Jared Doreck,eng,1.0,short
Antibodies,Charles Stross/Shandra Marie/Jared Doreck,eng,1.0,short
Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,eng,233.0,medium
The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,eng,247.0,medium
The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,eng,224.0,medium
Crime and Punishment,Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,eng,564.0,large
The Gambler,Fyodor Dostoyevsky/Jonathan Franzen,eng,160.0,short
Notes from Underground & The Double,Fyodor Dostoyevsky/Jessie Coulson,eng,287.0,medium
Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,eng,256.0,medium
The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky/Jessie Coulson,en-US,240.0,medium
The Idiot,Fyodor Dostoyevsky/Constance Garnett,en-US,540.0,large
Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,eng,176.0,short
Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,en-US,608.0,large
Rock 'n' Roll,Tom Stoppard,eng,144.0,short
The Real Thing,Tom Stoppard,en-US,112.0,short
Arcadia,Tom Stoppard,eng,97.0,short
Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,eng,211.0,medium
Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,en-GB,188.0,short
Lord Malquist and Mr. Moon,Tom Stoppard,eng,200.0,short
The Gunslinger (The Dark Tower #1),Stephen King,eng,315.0,medium
Everything and Nothing,Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates,eng,108.0,short
Seven Nights,Jorge Luis Borges/Eliot Weinberger,eng,121.0,short
Museo: Textos Ineditos,Adolfo Bioy Casares,spa,261.0,medium
Obra Poética,Jorge Luis Borges,spa,645.0,large
Collected Fictions,Jorge Luis Borges/Andrew Hurley,eng,565.0,large
The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,eng,432.0,large
Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,eng,176.0,short
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,eng,688.0,large
The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,eng,261.0,medium
The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian/Simon Vance,en-GB,0.0,short
Teleny or the Reverse of the Medal,Oscar Wilde,eng,138.0,short
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,eng,412.0,large
The Eternity Code (Artemis Fowl  #3),Eoin Colfer,en-US,309.0,medium
How I Became a Pirate,Melinda Long/David Shannon,eng,44.0,short
The Pirate Dictionary,Terry Breverton,eng,189.0,short
Mulliner Nights (Mr. Mulliner  #3),P.G. Wodehouse,eng,240.0,medium
Life at Blandings,P.G. Wodehouse,en-US,608.0,large
Jill the Reckless,P.G. Wodehouse,eng,290.0,medium
The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse/Jonathan Cecil,eng,7.0,short
P.G. Wodehouse in His Own Words,P.G. Wodehouse/Tony Ring/Barry Day,eng,320.0,medium
Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse/Jonathan Cecil,eng,7.0,short
Something Fresh (Blandings Castle  #1),P.G. Wodehouse,eng,284.0,medium
The Clicking of Cuthbert,P.G. Wodehouse,eng,162.0,short
Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,eng,208.0,medium
Ukridge,P.G. Wodehouse,eng,272.0,medium
Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,eng,205.0,medium
Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,eng,224.0,medium
Blandings Castle (Blandings Castle  #3),P.G. Wodehouse,eng,301.0,medium
Mr. Mulliner Speaking,P.G. Wodehouse,en-US,232.0,medium
Laughing Gas,P.G. Wodehouse,eng,286.0,medium
The Adventures of Sally,P.G. Wodehouse,en-US,232.0,medium
Meet Mr. Mulliner,P.G. Wodehouse,eng,203.0,medium
Eggs  Beans  and Crumpets,P.G. Wodehouse,eng,224.0,medium
A Damsel in Distress,P.G. Wodehouse,eng,216.0,medium
Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,eng,288.0,medium
The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,eng,840.0,large
The World of Mr. Mulliner,P.G. Wodehouse,eng,624.0,large
Cocktail Time,P.G. Wodehouse,eng,304.0,medium
The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,eng,590.0,large
Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,eng,208.0,medium
Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,eng,240.0,medium
Piccadilly Jim,P.G. Wodehouse,eng,302.0,medium
Joy in the Morning (Jeeves  #8),P.G. Wodehouse,eng,296.0,medium
The Mating Season (Jeeves  #9),P.G. Wodehouse,eng,272.0,medium
Indiscretions of Archie,P.G. Wodehouse,eng,215.0,medium
The Subtle Knife (His Dark Materials  #2),Philip Pullman,en-US,288.0,medium
The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,eng,467.0,large
The Eyes of the Dragon,Stephen King/David Palladini,en-US,380.0,medium
The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis/Pauline Baynes,eng,216.0,medium
Lolita,Vladimir Nabokov/John Ray Jr.,eng,317.0,medium
William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville/Kathryn Hewitt,eng,48.0,short
Romeo and Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,eng,368.0,medium
Romeo and Juliet,William Shakespeare/Rex Gibson,en-US,228.0,medium
Romeo and Juliet,William Shakespeare/Michael Sheen/Kate Beckinsale/Fiona  Shaw/Norman Rodway,eng,3.0,short
Ohio Class (Silent Service #5),H. Jay Riker,eng,416.0,large
Seawolf Class (Silent Service #3),H. Jay Riker,eng,416.0,large
The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick/William L. Simon/Steve Wozniak,eng,352.0,medium
Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,eng,192.0,short
A Theory of Fun for Game Design,Raph Koster/Will Wright,en-CA,256.0,medium
The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin/Katie Elliott,eng,96.0,short
The Pillow Book,Sei Shōnagon/Ivan Morris,eng,419.0,large
Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,eng,208.0,medium
The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,en-US,295.0,medium
Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft/Blaise Pascal,en-US,341.0,medium
Jacques the Fatalist,Denis Diderot/David Coward,eng,304.0,medium
Jacques der Fatalist und sein Herr,Denis Diderot,ger,360.0,medium
Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,eng,239.0,medium
Rameau's Nephew / D'Alembert's Dream,Denis Diderot/Leonard Tancock,eng,237.0,medium
Theory of Colours,Johann Wolfgang von Goethe/Deane B. Judd,eng,468.0,large
Maxims and Reflections,Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,eng,208.0,medium
War and Peace,Leo Tolstoy,en-US,1500.0,large
War and Peace,Leo Tolstoy/Anthony Briggs/Orlando Figes,eng,1412.0,large
A Savage War of Peace: Algeria  1954-1962,Alistair Horne,eng,608.0,large
War and Peace,Leo Tolstoy/Constance Garnett/A.N. Wilson,eng,1388.0,large
War and Peace,Leo Tolstoy/Orlando Figes/Anthony Briggs,eng,1408.0,large
War and Peace and War: The Rise and Fall of Empires,Peter Turchin,en-US,416.0,large
Great Expectations,Charles Dickens,eng,443.0,large
Great Expectations,Charles Dickens/Linda Jennings,eng,417.0,large
Oliver Twist,Charles Dickens,eng,368.0,medium
Oliver Twist,Charles Dickens/Fred Kaplan,eng,624.0,large
Oliver Twist,Charles Dickens/George Cruikshank/Jill Muller,eng,478.0,large
The Nibelungenlied,Unknown/A.T. Hatto,eng,404.0,large
Gargantua and Pantagruel,François Rabelais/Thomas Urquhart/Pierre Le Motteux,eng,807.0,large
Gargantua and Pantagruel,François Rabelais/M.A. Screech,eng,1041.0,large
Beyond Good and Evil: Prelude to a Philosophy of the Future,Friedrich Nietzsche/Walter Kaufmann,eng,256.0,medium
Phenomenology of Perception,Maurice Merleau-Ponty/Colin Smith,eng,544.0,large
Introduction to Phenomenology,Dermot Moran,eng,592.0,large
Introduction to Phenomenology,Robert Sokolowski,eng,248.0,medium
The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),Martin Heidegger/Albert Hofstadter,en-US,432.0,large
The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel/James Black Baillie,ger,372.0,medium
Experimental Phenomenology: An Introduction,Don Ihde,eng,155.0,short
Critique of Pure Reason,Immanuel Kant/J.M.D. Meiklejohn,eng,480.0,large
Critique of Pure Reason,Immanuel Kant/Paul Guyer/Allen W. Wood,eng,796.0,large
Critique of Pure Reason,Immanuel Kant/Werner S. Pluhar/Patricia Kitcher/James W. Ellington,eng,1096.0,large
Critique of Pure Reason,Immanuel Kant/Marcus Weigelt/F. Max Müller,eng,784.0,large
Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant/Humphrey Palmer,eng,140.0,short
The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,Jonathan Clements/Helen McCarthy,eng,867.0,large
Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),Friedrich Nietzsche/Richard T. Gray,eng,536.0,large
Thus Spake Zarathustra: A Book for All and None,Friedrich Nietzsche,eng,356.0,medium
The Picture of Dorian Gray,Oscar Wilde,eng,187.0,short
The Picture of Dorian Gray,Oscar Wilde,en-US,124.0,short
Haussmann  or the Distinction,Paul La Farge,eng,379.0,medium
The Artist of the Missing,Paul La Farge/Stephen Alcorn,eng,256.0,medium
Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,en-US,352.0,medium
Kentucky Straight: Stories,Chris Offutt,eng,192.0,short
Out of the Woods,Chris Offutt,eng,176.0,short
No Heroes: A Memoir of Coming Home,Chris Offutt,eng,272.0,medium
The Castle Keeps,Andrew J. Offutt,en-US,191.0,short
Conan: Sword of Skelos,Andrew J. Offutt,eng,224.0,medium
"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934",Anaïs Nin/Rupert Pole/Gunther Stuhlmann,eng,418.0,large
"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1934-1937",Anaïs Nin,eng,448.0,large
In Favor of the Sensitive Man and Other Essays,Anaïs Nin,eng,180.0,short
Anaïs Nin: A Biography,Deirdre Bair,eng,672.0,large
Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin/Gunther Stuhlmann,eng,448.0,large
The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin/Gunther Stuhlmann,eng,432.0,large
